SCIENTIFIC_NAME	COMMON_NAME	SPECIES_CODE	CATEGORY	TAXON_ORDER	COM_NAME_CODES	SCI_NAME_CODES	BANDING_CODES	ORDER	FAMILY_COM_NAME	FAMILY_SCI_NAME	REPORT_AS	EXTINCT	EXTINCT_YEAR	FAMILY_CODE
Anser erythropus x Branta leucopsis	Lesser White-fronted x Barnacle Goose (hybrid)	x00364	hybrid	311	BAGO BARG LWFG	ANER BRLE	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anser brachyrhynchus x Branta leucopsis	Pink-footed x Barnacle Goose (hybrid)	x00756	hybrid	312	BAGO BARG PFGO	BRLE ANBR	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Branta hutchinsii	Cackling Goose	cacgoo1	species	313	CAGO	BRHU	CACG	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Branta hutchinsii leucopareia	Cackling Goose (Aleutian)	alcgoo1	issf	314	CACG CAGO	BRHU	ACGO	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	cacgoo1	NA	NA	anatid1
Branta hutchinsii hutchinsii	Cackling Goose (Richardson's)	ricgoo1	issf	315	CACG CAGO	BRHU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	cacgoo1	NA	NA	anatid1
Branta hutchinsii minima	Cackling Goose (minima)	cacgoo2	issf	316	CAGO CACG	BRHU	MCGO	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	cacgoo1	NA	NA	anatid1
Branta hutchinsii taverneri	Cackling Goose (Taverner's)	tacgoo1	issf	317	CAGO CACG	BRHU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	cacgoo1	NA	NA	anatid1
Anser canagicus x Branta hutchinsii	Emperor x Cackling Goose (hybrid)	x00831	hybrid	318	EMGO CAGO CACG	ANCA BRHU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anser caerulescens x Branta hutchinsii	Snow x Cackling Goose (hybrid)	x00692	hybrid	319	CACG CAGO SNGO	ANCA BRHU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anser rossii x Branta hutchinsii	Ross's x Cackling Goose (hybrid)	x00694	hybrid	320	CACG CAGO ROGO	ANRO BRHU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Branta bernicla x hutchinsii	Brant x Cackling Goose (hybrid)	x00722	hybrid	321	CAGO BRAN CACG BRGO	BRBE BRHU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anser albifrons x Branta hutchinsii	Greater White-fronted x Cackling Goose (hybrid)	x00414	hybrid	322	GWFG CAGO CACG	BRHU ANAL	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Branta leucopsis x hutchinsii	Barnacle x Cackling Goose (hybrid)	x00416	hybrid	323	CAGO BAGO BARG CACG	BRHU BRLE	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Branta canadensis	Canada Goose	cangoo	species	324	CAGO	BRCA	CANG	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Branta canadensis moffitti/maxima	Canada Goose (moffitti/maxima)	cangoo4	issf	325	CANG CAGO	BRCA	LCGO	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	cangoo	NA	NA	anatid1
Branta canadensis occidentalis/fulva	Canada Goose (occidentalis/fulva)	cangoo3	issf	328	CANG CAGO	BRCA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	cangoo	NA	NA	anatid1
Branta canadensis [canadensis Group]	Canada Goose (canadensis Group)	cangoo1	issf	331	CANG CAGO	BRCA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	cangoo	NA	NA	anatid1
Anser indicus x Branta canadensis	Bar-headed x Canada Goose (hybrid)	x00908	hybrid	335	CANG CAGO BHGO	ANIN BRCA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anser cygnoides x Branta canadensis	Swan Goose x Canada Goose (hybrid)	swagoo3	hybrid	336	CANG CAGO SWGO	ANCY BRCA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anser brachyrhynchus x Branta canadensis	Pink-footed x Canada Goose (hybrid)	x00650	hybrid	337	CANG CAGO PFGO	BRCA ANBR	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anser albifrons x Branta canadensis	Greater White-fronted x Canada Goose (hybrid)	x00415	hybrid	338	GWFG CANG CAGO	BRCA ANAL	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anser albifrons x Branta hutchinsii/canadensis	Greater White-fronted x Cackling/Canada Goose (hybrid)	x01088	hybrid	339	GWFG CANG CAGO CACG CCGO	BRCA ANAL BRHU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anser anser x Branta canadensis	Graylag x Canada Goose (hybrid)	x00758	hybrid	340	CANG CAGO GRGO	ANAN BRCA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anser sp. (Domestic type) x Branta canadensis	Domestic goose sp. x Canada Goose (hybrid)	x00759	hybrid	341	NA	NA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anser caerulescens x Branta canadensis	Snow x Canada Goose (hybrid)	x00197	hybrid	342	CANG SNGO CAGO	ANCA BRCA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anser rossii x Branta canadensis	Ross's x Canada Goose (hybrid)	x00693	hybrid	343	CANG CAGO ROGO	ANRO BRCA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Branta leucopsis x canadensis	Barnacle x Canada Goose (hybrid)	x00417	hybrid	344	CANG BAGO CAGO BARG	BRCA BRLE	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Branta hutchinsii/canadensis	Cackling/Canada Goose	y00470	slash	345	CANG CAGO CACG	BRCA BRHU	CCGO	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anser caerulescens/rossii x Branta hutchinsii/canadensis	Snow/Ross's x Cackling/Canada Goose (hybrid)	y00765	hybrid	346	SRGO ROGO SNGO CCGO CANG CAGO CACG	BRCA BRHU ANRO ANCA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Branta sandvicensis	Hawaiian Goose	hawgoo	species	347	NENE	BRSA	HAGO	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Branta ruficollis	Red-breasted Goose	rebgoo1	species	348	RBGO	BRRU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anser albifrons x Branta ruficollis	Greater White-fronted x Red-breasted Goose (hybrid)	x00939	hybrid	349	GWFG RBGO	BRRU ANAL	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Branta bernicla x ruficollis	Brant x Red-breasted Goose (hybrid)	x00996	hybrid	350	RBGO BRAN BRGO	BRBE BRRU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Branta leucopsis x ruficollis	Barnacle x Red-breasted Goose (hybrid)	x00365	hybrid	351	BAGO RBGO BARG	BRRU BRLE	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Branta sp.	Branta sp.	branta1	spuh	352	NA	NA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cereopsis novaehollandiae	Cape Barren Goose	cabgoo1	species	353	CBGO	CENO	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Stictonetta naevosa	Freckled Duck	freduc1	species	356	FRDU	STNA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cyanochen cyanoptera	Blue-winged Goose	buwgoo1	species	357	BWGO	CYCY	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cygnus olor	Mute Swan	mutswa	species	358	NA	CYOL	MUSW	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anser anser x Cygnus olor	Graylag Goose x Mute Swan (hybrid)	x00366	hybrid	359	MUSW GRGO	ANAN CYOL	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cygnus atratus	Black Swan	blkswa	species	360	BLSW	CYAT	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cygnus olor x atratus	Mute x Black Swan (hybrid)	x01037	hybrid	361	MUSW BLSW	CYOL CYAT	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cygnus melancoryphus	Black-necked Swan	blnswa2	species	362	BNSW	CYME	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cygnus buccinator	Trumpeter Swan	truswa	species	363	TRSW	CYBU	TRUS	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cygnus olor x buccinator	Mute x Trumpeter Swan (hybrid)	x00832	hybrid	364	MUSW TRSW TRUS	CYOL CYBU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cygnus columbianus	Tundra Swan	tunswa	species	365	BESW	CYCO	TUSW	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cygnus columbianus columbianus	Tundra Swan (Whistling)	tunswa1	issf	366	BESW TUSW	CYCO	WHSW	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	tunswa	NA	NA	anatid1
Cygnus columbianus bewickii	Tundra Swan (Bewick's)	bewswa1	issf	367	BESW TUSW	CYCO	BESW	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	tunswa	NA	NA	anatid1
Cygnus columbianus columbianus x bewickii	Tundra Swan (Whistling x Bewick's)	tunswa2	intergrade	368	BESW TUSW	CYCO	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	tunswa	NA	NA	anatid1
Cygnus buccinator x columbianus	Trumpeter x Tundra Swan (hybrid)	x00418	hybrid	369	BESW TUSW TRUS TRSW	CYCO CYBU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cygnus buccinator/columbianus	Trumpeter/Tundra Swan	y00471	slash	370	BESW TUSW TRUS TRSW	CYCO CYBU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cygnus cygnus	Whooper Swan	whoswa	species	371	WHSW	CYCY	WHOS	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cygnus olor x cygnus	Mute x Whooper Swan (hybrid)	x00997	hybrid	372	MUSW WHSW WHOS	CYOL CYCY	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cygnus buccinator x cygnus	Trumpeter x Whooper Swan (hybrid)	x00419	hybrid	373	TRUS WHSW WHOS TRSW	CYBU CYCY	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cygnus columbianus/cygnus	Tundra/Whooper Swan	y00708	slash	374	BESW TUSW WHOS WHSW	CYCO CYCY	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cygnus sp.	swan sp.	swan1	spuh	375	NA	NA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Coscoroba coscoroba	Coscoroba Swan	cosswa1	species	376	COSW	COCO	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Sarkidiornis melanotos	Knob-billed Duck	comduc2	species	377	ACDU KBDU	SAME	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Sarkidiornis sylvicola	Comb Duck	comduc3	species	378	ACDU	SASY	CODU	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Pteronetta hartlaubii	Hartlaub's Duck	harduc1	species	379	HADU	PTHA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Oressochen jubatus	Orinoco Goose	origoo1	species	380	NA	ORJU	ORGO	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Oressochen melanopterus	Andean Goose	andgoo1	species	381	ANGO	ORME	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Chloephaga picta	Upland Goose	uplgoo1	species	382	UPGO	CHPI	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Chloephaga picta (White-breasted)	Upland Goose (White-breasted)	uplgoo2	form	385	UPGO	CHPI	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	uplgoo1	NA	NA	anatid1
Chloephaga picta (Bar-breasted)	Upland Goose (Bar-breasted)	uplgoo3	form	386	UPGO	CHPI	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	uplgoo1	NA	NA	anatid1
Chloephaga hybrida	Kelp Goose	kelgoo1	species	387	KEGO	CHHY	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Chloephaga poliocephala	Ashy-headed Goose	ashgoo1	species	390	AHGO	CHPO	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Chloephaga rubidiceps	Ruddy-headed Goose	ruhgoo1	species	391	RHGO	CHRU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Chloephaga sp.	Chloephaga sp.	chloep1	spuh	392	NA	NA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Anatidae (goose sp.)	goose sp.	goose1	spuh	393	NA	NA	UNGO	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Radjah radjah	Radjah Shelduck	radshe1	species	394	RASH	RARA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Alopochen aegyptiaca	Egyptian Goose	egygoo	species	397	NA	ALAE	EGGO	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Alopochen mauritiana	Mauritius Shelduck	maushe1	species	398	MASH	ALMA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	TRUE	0	anatid1
Alopochen kervazoi	Reunion Shelduck	reushe1	species	399	RESH	ALKE	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	TRUE	0	anatid1
Tadorna ferruginea	Ruddy Shelduck	rudshe	species	400	NA	TAFE	RUSH	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Alopochen aegyptiaca x Tadorna ferruginea	Egyptian Goose x Ruddy Shelduck (hybrid)	x00367	hybrid	401	RUSH EGGO	ALAE TAFE	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Tadorna cana	South African Shelduck	soashe1	species	402	SASH	TACA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Tadorna tadornoides	Australian Shelduck	ausshe1	species	403	AUSH	TATA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Tadorna variegata	Paradise Shelduck	parshe1	species	404	PASH	TAVA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Tadorna tadorna	Common Shelduck	comshe	species	405	COSH	TATA	COMS	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Tadorna ferruginea x tadorna	Ruddy x Common Shelduck (hybrid)	x00876	hybrid	406	COMS COSH RUSH	TATA TAFE	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Tadorna cristata	Crested Shelduck	creshe1	species	407	CRSH	TACR	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	TRUE	1916	anatid1
Plectropterus gambensis	Spur-winged Goose	spwgoo1	species	408	SWGO	PLGA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Plectropterus gambensis gambensis	Spur-winged Goose (Northern)	spwgoo2	issf	409	SWGO	PLGA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	spwgoo1	NA	NA	anatid1
Plectropterus gambensis niger	Spur-winged Goose (Southern)	spwgoo3	issf	410	SWGO	PLGA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	spwgoo1	NA	NA	anatid1
Tachyeres patachonicus	Flying Steamer-Duck	flystd1	species	411	FSDU FLSD FLST	TAPA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Tachyeres pteneres	Flightless Steamer-Duck	flistd1	species	412	MAST FSDU FLSD	TAPT	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Tachyeres pteneres [undescribed form]	Flightless Steamer-Duck (Chiloe form)	flistd2	form	413	MAST FSDU FLSD	TAPT	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	flistd1	NA	NA	anatid1
Tachyeres brachypterus	Falkland Steamer-Duck	falstd1	species	414	FASD FAST FSDU	TABR	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Tachyeres brachypterus (Flightless)	Falkland Steamer-Duck (Flightless)	falstd2	form	415	FASD FAST FSDU	TABR	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	falstd1	NA	NA	anatid1
Tachyeres brachypterus (Flying)	Falkland Steamer-Duck (Flying)	falstd3	form	416	FASD FAST FSDU	TABR	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	falstd1	NA	NA	anatid1
Tachyeres leucocephalus	White-headed Steamer-Duck	whhstd1	species	417	CSDU WHSD WHST	TALE	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Tachyeres sp.	steamer-duck sp.	steame1	spuh	418	NA	NA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Lophonetta specularioides	Crested Duck	creduc1	species	419	CRDU	LOSP	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Speculanas specularis	Spectacled Duck	speduc2	species	422	SPDU BWDU	SPSP	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cairina moschata	Muscovy Duck	musduc	species	423	NA	CAMO	MUDU	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Cairina moschata (Domestic type)	Muscovy Duck (Domestic type)	musduc3	domestic	424	MUDU	CAMO	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	musduc	NA	NA	anatid1
Alopochen aegyptiaca x Cairina moschata	Egyptian Goose x Muscovy Duck (hybrid)	x01045	hybrid	425	MUDU EGGO	ALAE CAMO	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Nettapus pulchellus	Green Pygmy-Goose	grnpyg1	species	426	GPGO GRPG	NEPU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Nettapus coromandelianus	Cotton Pygmy-Goose	copgoo1	species	427	COPG CPGO	NECO	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Nettapus pulchellus/coromandelianus	Green/Cotton Pygmy-Goose	y01228	slash	430	GPGO CPGO GRPG COPG	NEPU NECO	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Nettapus auritus	African Pygmy-Goose	afrpyg1	species	431	APGO AFPG	NEAU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Callonetta leucophrys	Ringed Teal	rintea1	species	432	RITE	CALE	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Aix sponsa	Wood Duck	wooduc	species	433	CWDU	AISP	WODU	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Tadorna tadorna x Aix sponsa	Common Shelduck x Wood Duck (hybrid)	x00940	hybrid	434	WODU CWDU COMS COSH	TATA AISP	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Aix galericulata	Mandarin Duck	manduc	species	435	MADU	AIGA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Aix sponsa x galericulata	Wood x Mandarin Duck (hybrid)	x00833	hybrid	436	WODU CWDU MADU	AIGA AISP	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Chenonetta jubata	Maned Duck	manduc1	species	437	AWDU MADU	CHJU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Chenonetta finschi	Finsch's Duck	finduc1	species	438	FIDU	CHFI	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	TRUE	1760	anatid1
Amazonetta brasiliensis	Brazilian Teal	bratea1	species	439	BRTE	AMBR	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Hymenolaimus malacorhynchos	Blue Duck	bluduc1	species	442	BLDU	HYMA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Merganetta armata	Torrent Duck	torduc1	species	445	TODU	MEAR	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Salvadorina waigiuensis	Salvadori's Teal	saltea1	species	452	SATE	SAWA	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Sibirionetta formosa	Baikal Teal	baitea	species	453	NA	SIFO	BATE	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Spatula querquedula	Garganey	gargan	species	454	NA	SPQU	GARG	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Spatula hottentota	Blue-billed Teal	hottea1	species	455	HOTE BBTE	SPHO	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Spatula versicolor	Silver Teal	siltea1	species	456	SITE	SPVE	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Spatula puna	Puna Teal	puntea1	species	459	PUTE	SPPU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Spatula discors	Blue-winged Teal	buwtea	species	460	NA	SPDI	BWTE	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Spatula cyanoptera	Cinnamon Teal	cintea	species	461	NA	SPCY	CITE	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Spatula discors x cyanoptera	Blue-winged x Cinnamon Teal (hybrid)	bwxtea1	hybrid	467	CITE BWTE	SPDI SPCY	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Spatula discors/cyanoptera	Blue-winged/Cinnamon Teal	y00314	slash	468	CITE BWTE	SPDI SPCY	BCTE	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Spatula platalea	Red Shoveler	redsho1	species	469	RESH	SPPL	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Spatula smithii	Cape Shoveler	capsho1	species	470	CASH	SPSM	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Spatula rhynchotis	Australasian Shoveler	aussho1	species	471	AUSH	SPRH	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Spatula clypeata	Northern Shoveler	norsho	species	474	NOSH	SPCL	NSHO	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Spatula querquedula x clypeata	Garganey x Northern Shoveler (hybrid)	x00836	hybrid	475	NSHO NOSH GARG	SPCL SPQU	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Spatula discors x clypeata	Blue-winged Teal x Northern Shoveler (hybrid)	x00629	hybrid	476	NSHO BWTE NOSH	SPCL SPDI	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Spatula cyanoptera x clypeata	Cinnamon Teal x Northern Shoveler (hybrid)	x00630	hybrid	477	CITE NSHO NOSH	SPCL SPCY	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Mareca strepera	Gadwall	gadwal	species	478	NA	MAST	GADW	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Mareca strepera strepera	Gadwall (Common)	gadwal1	issf	479	GADW	MAST	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	gadwal	NA	NA	anatid1
Mareca strepera couesi	Gadwall (Coues's)	gadwal2	issf	480	GADW	MAST	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	gadwal	TRUE	1874	anatid1
Spatula clypeata x Mareca strepera	Northern Shoveler x Gadwall (hybrid)	x00457	hybrid	481	GADW NSHO NOSH	SPCL MAST	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Mareca falcata	Falcated Duck	falduc	species	482	NA	MAFA	FADU	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Sibirionetta formosa x Mareca falcata	Baikal Teal x Falcated Duck (hybrid)	x00368	hybrid	483	FADU BATE	MAFA SIFO	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Mareca strepera x falcata	Gadwall x Falcated Duck (hybrid)	x00369	hybrid	484	GADW FADU	MAFA MAST	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Mareca penelope	Eurasian Wigeon	eurwig	species	485	NA	MAPE	EUWI	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Mareca strepera x penelope	Gadwall x Eurasian Wigeon (hybrid)	x00723	hybrid	486	GADW EUWI	MAST MAPE	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Mareca americana	American Wigeon	amewig	species	487	NA	MAAM	AMWI	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
Aix sponsa x Mareca americana	Wood Duck x American Wigeon (hybrid)	x00877	hybrid	488	AMWI WODU CWDU	AISP MAAM	NA	Anseriformes	Ducks, Geese, and Waterfowl	Anatidae	NA	NA	NA	anatid1
